  (10,8)
  (11,7)
  (10,7)
  (9,8)
  (8,7)
  (9,6)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (9,8)
  (8,7)
  (9,6)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (9,6)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (9,6)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (9,6)
  (10,7)
  (11,7)
  (9,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,8)
  (9,8)
  (8,7)
  (9,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (9,7)
  (8,7)
  (7,8)
  (6,8)
  (9,7)
  (8,8)
  (7,8)
  (8,7)
  (6,8)
  (8,7)
  (7,8)
  (8,8)
  (6,8)
  (8,7)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,7)
  (10,8)
  (10,8)
  (11,7)
  (9,7)
  (10,7)
  (9,7)
  (10,8)
  (10,7)
  (9,7)
  (10,8)
  (9,8)
  (10,7)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (8,7)
  (9,6)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (9,7)
  (8,8)
  (9,7)
  (9,7)
  (10,8)
  (8,8)
  (7,8)
  (6,8)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (9,7)
  (10,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (8,8)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (9,6)
  (8,8)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (9,3)
  (10,4)
  (11,3)
  (10,2)
  (11,2)
  (9,1)
  (9,2)
  (11,2)
  (10,2)
  (10,2)
  (11,3)
  (10,4)
  (11,2)
  (11,2)
  (11,3)
  (10,4)
  (9,1)
  (8,0)
  (9,0)
  (7,1)
  (7,0)
  (8,1)
  (8,2)
  (9,2)
  (7,1)
  (7,2)
  (8,3)
  (8,1)
  (8,1)
  (9,2)
  (9,0)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,0)
  (9,2)
  (8,1)
  (8,3)
  (8,2)
  (9,0)
  (8,1)
  (8,0)
  (9,2)
  (8,1)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,0)
  (8,3)
  (7,2)
  (8,2)
  (8,2)
  (9,1)
  (7,1)
  (7,2)
  (8,3)
  (8,1)
  (9,1)
  (8,0)
  (8,2)
  (8,1)
  (9,0)
  (8,2)
  (9,1)
  (10,2)
  (11,3)
  (11,2)
  (9,2)
  (8,0)
  (9,0)
  (7,1)
  (7,0)
  (8,1)
  (8,1)
  (9,2)
  (9,0)
  (7,0)
  (7,2)
  (7,1)
  (8,0)
  (9,2)
  (10,2)
  (8,1)
  (8,3)
  (9,0)
  (8,1)
  (8,0)
  (9,2)
  (10,2)
  (11,3)
  (11,2)
  (9,1)
  (8,1)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (7,1)
  (8,0)
  (8,3)
  (7,2)
  (9,1)
  (10,2)
  (8,0)
  (8,1)
  (9,0)
  (7,1)
  (8,0)
  (9,1)
  (9,0)
  (7,0)
  (8,1)
  (8,1)
  (9,2)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (8,0)
  (6,0)
  (7,0)
  (5,0)
  (7,2)
  (8,3)
  (8,1)
  (7,0)
  (8,1)
  (8,0)
  (6,0)
  (7,2)
  (8,3)
  (9,2)
  (8,1)
  (9,2)
  (9,0)
  (9,1)
  (7,0)
  (7,1)
  (8,0)
  (7,1)
  (8,0)
  (8,1)
  (6,0)
  (7,0)
  (8,3)
  (9,2)
  (10,2)
  (8,1)
  (9,1)
  (7,2)
  (8,1)
  (7,1)
  (8,1)
  (9,2)
  (10,2)
  (8,3)
  (9,1)
  (9,0)
  (8,0)
  (9,1)
  (9,1)
  (10,2)
  (8,0)
  (9,2)
  (9,0)
  (7,0)
  (8,0)
  (6,0)
  (7,1)
  (7,2)
  (8,3)
  (7,1)
  (7,1)
  (8,0)
  (6,0)
  (7,2)
  (7,0)
  (8,0)
  (9,1)
  (9,0)
  (7,1)
  (7,0)
  (8,3)
  (9,2)
  (10,2)
  (11,3)
  (11,2)
  (9,1)
  (8,1)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,0)
  (8,2)
  (9,1)
  (7,1)
  (7,2)
  (8,1)
  (9,1)
  (10,2)
  (8,0)
  (8,2)
  (8,1)
  (9,0)
  (7,2)
  (8,1)
  (9,2)
  (9,0)
  (9,1)
  (7,0)
  (7,1)
  (8,2)
  (8,0)
  (8,2)
  (9,1)
  (9,2)
  (7,1)
  (8,1)
  (7,1)
  (8,2)
  (8,0)
  (8,1)
  (6,0)
  (7,0)
  (8,2)
  (9,1)
  (10,2)
  (8,0)
  (8,1)
  (9,2)
  (9,0)
  (9,2)
  (10,2)
  (8,1)
  (9,1)
  (7,1)
  (8,0)
  (8,1)
  (6,0)
  (7,2)
  (7,0)
  (7,2)
  (8,1)
  (7,1)
  (8,1)
  (9,2)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (7,1)
  (8,0)
  (9,2)
  (10,2)
  (11,3)
  (10,4)
  (11,2)
  (11,2)
  (11,3)
  (9,1)
  (8,0)
  (8,2)
  (8,1)
  (9,0)
  (8,1)
  (9,0)
  (8,0)
  (9,1)
  (9,1)
  (10,2)
  (8,0)
  (8,2)
  (9,0)
  (7,0)
  (8,0)
  (6,0)
  (7,1)
  (7,2)
  (8,3)
  (8,2)
  (7,1)
  (7,1)
  (8,2)
  (8,0)
  (6,0)
  (7,2)
  (7,0)
  (8,2)
  (9,1)
  (7,1)
  (7,2)
  (8,3)
  (8,0)
  (9,1)
  (9,0)
  (7,1)
  (7,0)
  (8,3)
  (7,2)
  (8,1)
  (8,2)
  (7,1)
  (8,2)
  (9,1)
  (7,1)
  (7,2)
  (8,1)
  (8,2)
  (9,1)
  (10,2)
  (8,0)
  (8,1)
  (9,0)
  (7,1)
  (8,0)
  (8,1)
  (6,0)
  (7,2)
  (7,0)
  (7,2)
  (8,3)
  (8,1)
  (7,1)
  (8,3)
  (7,2)
  (8,1)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (7,1)
  (8,0)
  (9,1)
  (10,2)
  (11,3)
  (11,2)
  (8,0)
  (9,0)
  (7,1)
  (7,0)
  (8,1)
  (8,2)
  (7,1)
  (7,2)
  (8,3)
  (8,1)
  (8,1)
  (9,0)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,0)
  (9,0)
  (8,1)
  (8,0)
  (9,3)
  (10,4)
  (11,3)
  (10,2)
  (11,2)
  (9,1)
  (8,0)
  (9,0)
  (7,1)
  (7,0)
  (8,1)
  (8,2)
  (9,2)
  (7,1)
  (7,2)
  (8,3)
  (8,1)
  (8,1)
  (9,2)
  (9,0)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,0)
  (9,2)
  (8,1)
  (8,3)
  (8,2)
  (9,0)
  (8,1)
  (8,0)
  (9,2)
  (8,1)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,0)
  (8,3)
  (9,4)
  (7,2)
  (8,2)
  (8,2)
  (9,1)
  (7,1)
  (7,2)
  (8,3)
  (8,1)
  (9,1)
  (8,0)
  (8,2)
  (8,1)
  (9,0)
  (11,2)
  (10,2)
  (9,1)
  (8,0)
  (8,2)
  (8,1)
  (9,2)
  (9,0)
  (9,2)
  (8,1)
  (8,3)
  (8,2)
  (9,1)
  (9,5)
  (8,6)
  (9,7)
  (10,8)
  (11,7)
  (10,7)
  (9,8)
  (8,7)
  (9,6)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (9,8)
  (8,7)
  (9,6)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (9,6)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (9,6)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,5)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (9,6)
  (10,7)
  (11,7)
  (9,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,8)
  (9,8)
  (8,7)
  (9,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (9,7)
  (8,7)
  (7,8)
  (6,8)
  (9,7)
  (8,8)
  (7,8)
  (8,7)
  (6,8)
  (8,7)
  (7,8)
  (8,8)
  (6,8)
  (8,5)
  (9,4)
  (8,7)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,7)
  (10,8)
  (10,8)
  (11,7)
  (9,7)
  (10,7)
  (9,7)
  (10,8)
  (10,7)
  (9,7)
  (10,8)
  (9,8)
  (10,7)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (8,7)
  (9,6)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (9,7)
  (8,8)
  (9,7)
  (9,7)
  (10,8)
  (8,8)
  (7,8)
  (6,8)
  (8,5)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (9,7)
  (10,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (8,8)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (9,6)
  (8,8)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,5)
  (9,6)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (9,7)
  (8,7)
  (9,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (9,7)
  (8,7)
  (7,8)
  (6,8)
  (9,7)
  (10,8)
  (8,8)
  (7,8)
  (8,7)
  (6,8)
  (8,7)
  (7,8)
  (8,8)
  (6,8)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (9,7)
  (10,8)
  (10,8)
  (11,7)
  (9,7)
  (10,7)
  (8,8)
  (9,7)
  (9,7)
  (10,8)
  (10,7)
  (8,8)
  (7,8)
  (6,8)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (9,4)
  (8,3)
  (8,5)
  (9,6)
  (10,7)
  (11,7)
  (9,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,6)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,8)
  (9,8)
  (8,7)
  (9,7)
  (8,8)
  (7,8)
  (6,8)
  (8,6)
  (8,8)
  (9,7)
  (8,7)
  (7,8)
  (6,8)
  (9,7)
  (8,6)
  (8,8)
  (7,8)
  (8,7)
  (8,6)
  (6,8)
  (8,7)
  (7,8)
  (8,8)
  (6,8)
  (8,7)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,7)
  (10,8)
  (10,8)
  (11,7)
  (9,7)
  (10,7)
  (9,7)
  (10,8)
  (10,7)
  (8,6)
  (8,6)
  (8,6)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (9,7)
  (10,8)
  (10,8)
  (11,7)
  (9,7)
  (10,7)
  (8,8)
  (9,7)
  (9,7)
  (10,8)
  (10,7)
  (8,8)
  (7,8)
  (6,8)
  (9,7)
  (10,8)
  (9,8)
  (10,7)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,6)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,6)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,6)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (8,6)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (9,4)
  (8,3)
  (9,2)
  (7,2)
  (8,2)
  (8,6)
  (9,7)
  (10,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (8,7)
  (9,6)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (8,7)
  (9,6)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (9,6)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (9,6)
  (9,6)
  (10,7)
  (9,8)
  (10,8)
  (11,7)
  (9,7)
  (8,7)
  (9,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (9,7)
  (8,7)
  (7,8)
  (6,8)
  (9,7)
  (10,8)
  (8,8)
  (7,8)
  (8,7)
  (6,8)
  (8,7)
  (7,8)
  (8,8)
  (6,8)
  (8,7)
  (9,8)
  (10,7)
  (11,7)
  (9,7)
  (10,8)
  (10,8)
  (11,7)
  (9,7)
  (10,7)
  (8,8)
  (9,7)
  (9,7)
  (10,8)
  (10,7)
  (8,8)
  (7,8)
  (6,8)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,7)
  (8,8)
  (7,8)
  (6,8)
  (8,8)
  (8,7)
  (7,8)
  (6,8)
  (8,7)
  (9,6)
  (9,7)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (10,8)
  (10,8)
  (11,7)
  (10,7)
  (8,8)
  (8,8)
  (9,8)
  (10,7)
  (11,7)
  (9,6)
  (9,7)
  (10,8)
  (10,8)
  (11,7)
  (9,7)
  (10,7)
  (9,7)
  (10,8)
  (10,7)
  (9,6)
  (9,6)
  (10,7)
  (11,7)
  (10,8)
  (9,8)
  (8,7)
  (9,7)
  (8,8)
  (7,8)
  (6,8)
  (8,6)
  (8,8)
  (9,7)
  (8,7)
  (7,8)
  (6,8)
  (9,7)
  (8,6)
  (8,8)
  (7,8)
  (8,7)
  (8,6)
  (8,5)
  (9,4)
  (8,3)
  (9,2)
  (10,2)
  (11,3)
  (11,2)
  (11,2)
  (11,3)
  (9,1)
  (8,0)
  (9,0)
  (8,1)
  (7,1)
  (8,2)
  (8,1)
  (6,0)
  (7,2)
  (7,0)
  (7,0)
  (8,1)
  (6,0)
  (7,1)
  (8,1)
  (9,0)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,2)
  (7,1)
  (8,0)
  (8,1)
  (6,0)
  (7,2)
  (7,0)
  (7,2)
  (8,1)
  (7,1)
  (8,1)
  (9,0)
  (7,0)
  (7,2)
  (7,1)
  (8,0)
  (8,1)
  (9,0)
  (8,0)
  (7,0)
  (8,0)
  (6,0)
  (7,1)
  (7,2)
  (8,2)
  (7,1)
  (7,1)
  (8,2)
  (8,0)
  (6,0)
  (7,2)
  (7,0)
  (8,2)
  (7,1)
  (7,2)
  (8,0)
  (9,0)
  (7,1)
  (7,0)
  (9,0)
  (8,1)
  (7,0)
  (7,2)
  (7,1)
  (8,2)
  (8,0)
  (8,0)
  (7,1)
  (7,0)
  (8,1)
  (8,1)
  (9,0)
  (8,0)
  (9,1)
  (10,2)
  (8,2)
  (7,1)
  (8,2)
  (6,0)
  (7,2)
  (7,0)
  (7,0)
  (6,0)
  (7,1)
  (9,1)
  (10,2)
  (11,3)
  (11,2)
  (8,0)
  (7,1)
  (7,0)
  (8,2)
  (7,1)
  (7,2)
  (9,1)
  (10,2)
  (11,3)
  (11,2)
  (11,2)
  (11,3)
  (8,0)
  (9,0)
  (7,1)
  (8,2)
  (6,0)
  (7,2)
  (7,0)
  (7,0)
  (6,0)
  (7,1)
  (8,2)
  (7,1)
  (8,0)
  (6,0)
  (7,2)
  (7,0)
  (7,2)
  (7,1)
  (9,0)
  (8,0)
  (7,1)
  (7,0)
  (7,0)
  (8,0)
  (9,1)
  (10,2)
  (8,2)
  (9,0)
  (9,0)
  (9,1)
  (7,1)
  (8,2)
  (6,0)
  (7,2)
  (6,0)
  (7,1)
  (8,2)
  (8,0)
  (7,2)
  (5,0)
  (7,1)
  (8,2)
  (9,1)
  (7,2)
  (8,0)
  (9,1)
  (9,0)
  (6,0)
  (5,0)
  (7,2)
  (8,2)
  (7,2)
  (8,2)
  (9,1)
  (10,2)
  (8,0)
  (9,0)
  (7,1)
  (8,0)
  (6,0)
  (7,0)
  (7,1)
  (8,2)
  (9,1)
  (8,0)
  (9,1)
  (9,0)
  (7,0)
  (6,0)
  (7,0)
  (5,0)
  (7,0)
  (8,0)
  (6,0)
  (7,1)
  (8,2)
  (9,1)
  (10,2)
  (8,0)
  (9,0)
  (7,2)
  (8,0)
  (9,1)
  (10,2)
  (8,2)
  (9,0)
  (9,0)
  (9,1)
  (7,0)
  (6,0)
  (6,0)
  (7,0)
  (8,0)
  (5,0)
  (7,2)
  (8,2)
  (9,1)
  (7,0)
  (8,0)
  (9,1)
  (9,0)
  (6,0)
  (5,0)
  (8,2)
  (9,1)
  (10,2)
  (11,3)
  (11,2)
  (8,0)
  (9,0)
  (7,1)
  (7,0)
  (9,0)
  (8,0)
  (7,1)
  (8,0)
  (9,1)
  (9,0)
  (7,0)
  (6,0)
  (7,0)
  (5,0)
  (7,2)
  (7,0)
  (8,0)
  (6,0)
  (7,2)
  (7,1)
  (8,0)
  (6,0)
  (7,0)
  (8,0)
  (9,1)
  (10,2)
  (11,3)
  (11,2)
  (8,2)
  (7,1)
  (7,2)
  (9,0)
  (9,0)
  (9,1)
  (10,2)
  (8,2)
  (7,1)
  (8,2)
  (9,1)
  (7,2)
  (6,0)
  (7,0)
  (5,0)
  (7,2)
  (8,2)
  (7,0)
  (6,0)
  (7,0)
  (6,0)
  (7,1)
  (5,0)
  (7,1)
  (8,2)
  (6,0)
  (7,2)
  (8,2)
  (9,1)
  (10,2)
  (11,3)
  (11,2)
  (11,2)
  (11,3)
  (8,0)
  (9,0)
  (8,1)
  (7,1)
  (8,1)
  (6,0)
  (7,2)
  (7,0)
  (7,0)
  (8,1)
  (6,0)
  (7,1)
  (8,1)
  (9,0)
  (7,0)
  (7,2)
  (7,1)
  (8,1)
  (9,0)
  (8,0)
  (7,0)
  (8,0)
  (6,0)
  (7,1)
  (7,2)
  (7,1)
  (7,1)
  (8,0)
  (6,0)
  (7,2)
  (7,0)
  (8,0)
  (9,0)
  (7,1)
  (7,0)
  (9,0)
  (8,1)
  (7,0)
  (7,2)
  (7,1)
  (8,0)
  (8,0)
  (7,1)
  (7,0)
  (8,1)
  (7,1)
  (8,0)
  (9,1)
  (10,2)
  (8,1)
  (9,0)
  (9,0)
  (8,1)
  (9,1)
  (7,0)
  (8,1)
  (6,0)
  (8,1)
  (9,0)
  (9,1)
  (7,0)
  (7,2)
  (8,1)
  (9,0)
  (8,0)
  (9,1)
  (9,1)
  (10,2)
  (8,0)
  (9,0)
  (7,0)
  (8,0)
  (6,0)
  (7,2)
  (8,0)
  (9,1)
  (9,0)
  (7,0)
  (6,0)
  (7,0)
  (8,1)
  (8,0)
